Z,2022-07-06,2022-08-02,2022-08-17,2022-09-06,2022-10-06,2022-11-04,2022-12-01,2023-01-19,2023-02-08,2023-03-08,2023-04-16,2023-05-17,2023-06-07,2023-07-03,2023-08-02,2023-09-06,2023-10-04,2023-11-14,2023-12-13,2024-02-09,2024-03-19,2024-04-16,2024-05-14,2024-06-04,2024-08-07,2024-09-04,2024-10-09,2024-11-13
-1.3,187.18687862888206,140.39014632714728,304.87280522286113,155.60675700231263,214.06112576812964,157.8749686490679,166.95023391492165,119.94033045538613,165.20350807831997,143.42295729499222,138.64776164736983,146.1686050533548,110.60380376946533,145.03170155953853,156.60505389161196,171.09882121203043,181.31591369044844,131.68953509549291,142.03809644478164,162.41096120573266,172.12699936293475,171.0835827410046,172.46397981916908,176.0386932902364,180.67284738442737,166.72759171539676,188.40967652878226,149.51036813345468
-1.2,147.3245610996911,122.60676348107214,251.21443592267107,122.95720323433726,110.32755891773695,126.90230468222339,119.5272259309253,80.13350513961018,117.56726280050664,112.52811081416837,107.16365401099831,115.21638587411672,80.8382372851556,107.12330438020705,122.63349969296749,130.9980708894662,141.7913828995231,96.03882149360301,106.52555021002361,121.35633185190878,134.5408070999203,133.73573370677653,133.9630505156347,136.48091127284962,140.76608149967586,101.27469604129116,145.7089365211627,113.23912251391019
-1.1,129.27449597604465,150.51843545173293,211.27980028576937,112.53198526950517,45.27691516687668,112.8709757523934,95.05259587081076,57.63677669891159,89.09567144604387,95.8458664037468,90.51629737716412,99.16846817176777,78.13591566727759,86.67337084626071,97.32428058504404,107.35817531806144,120.54102602639549,84.6584904719119,102.08977239744873,97.15046797451828,113.0578738612419,112.59569136596268,112.15570598511145,113.67502360606503,150.40451559061225,88.34672874686945,118.02071254832002,113.88542545989695
-1.0,119.72294172411905,152.5675242893794,140.7710916802605,87.47167921982509,34.25347019689223,108.93891030555282,85.45424106246462,53.44748293414915,77.12439603924024,88.63116548417563,85.13016473143428,92.42347391877792,69.08905538395845,66.03269100683701,68.13430225885037,89.41435181750258,107.43726832660275,92.4817940751214,88.71403943143882,88.30894607470597,101.81213213372136,101.41959460928811,100.49954447626722,102.5312413244639,159.82924585962888,79.3883945624463,119.5483893225258,127.20976763342387
-0.9,105.83463472984178,116.61482927694833,92.08302050718677,63.29265249085994,43.02890348115116,103.61587951554097,78.987834312523,53.559215707116564,70.41152456178689,83.179137680996,81.64718568313712,86.26750402832855,52.4254844573269,41.96764529790325,43.080719156028344,70.17221742205271,86.00025952772955,85.8548097205498,71.68139536115598,83.04668589512308,91.31153984573658,90.67786820013241,88.75281165072765,90.00735502637748,138.59425153432915,62.43668210421499,122.67873272611807,123.2434239086487
-0.8,90.24159160119922,79.78396279877514,63.350761007923325,41.036363060063984,53.55893323197344,96.47633434142413,71.64559159732228,57.143701170490786,65.06153457914195,79.8533570683452,80.19970115732248,79.83205367685837,40.94779250089605,20.487842165774587,23.116371917603193,51.72183755012597,59.48389361414229,86.80141783824855,61.507409863836415,77.27290375659702,80.05693151722834,79.13015055118078,76.37921197821952,77.57513924136356,120.35166446521478,64.15394569023607,124.74243628204137,118.51894258369974
-0.7,86.30195651251739,69.56068396218053,57.63386909431659,35.12809719343157,57.029512376605545,95.45522878819712,70.09335144635676,60.27621926931319,64.34149047779513,80.33282508287245,81.05160804630987,78.17264199914757,38.79751138527213,14.96581352051374,17.92864721116019,46.40641034177492,50.989044107332006,91.77928758449136,60.31190720237092,76.14015210511917,76.5599804082073,75.66839568561305,72.13555181182582,73.3894567501922,113.13477722233667,69.24149139463036,122.95757010468726,113.65338243660162
-0.6,86.62360651928691,67.72338096146729,57.34132464615309,34.51358814781074,58.87720302346144,96.83963476780563,70.9900917704661,62.51417284123736,65.30544317383205,81.6480659197774,82.07920875136666,78.15230199659287,38.85521261501985,13.570216907730316,16.64735384753612,45.43435820654619,49.01733577268163,94.74054782445103,60.927867096178964,76.67244054230812,75.86857092787236,75.21853217123342,70.84857199976828,72.28399185201619,108.739373221428,69.92340095425206,120.37624544045772,108.60723456510851
-0.5,87.66423790395487,67.69545095991927,57.90931756979174,34.91117828788278,60.31404060482829,98.47889212171141,72.23260343060232,64.14822972814689,66.41591735369846,82.80197831105059,82.75666410873026,78.20987226972771,39.10734046176505,13.02921149710207,16.151860663428028,45.18185265878361,48.343806927745995,96.42942818800667,61.597259945147776,77.19446925216651,75.56120825096258,75.26192378969516,69.98869888956558,71.67343017777125,105.07085176579834,68.96138446356419,117.27198085231532,103.76804920401176
-0.4,89.11149801885027,68.64186638807833,58.88890535602987,35.6979628629535,61.526426860949115,100.25551012839473,73.61153211547108,65.25830037116843,67.54862668728335,83.82232613251114,83.18378641514455,78.29589858266172,39.31013034472421,12.901044545073967,16.03782861326773,45.217669398426736,48.29195913746952,96.90845347136838,62.197478215811756,77.57678307884534,75.482278395103,75.6260927832724,69.37078078787492,71.36537142492566,103.06827349170679,67.91045368181408,115.06590353274011,100.54734558912678
-0.3,90.29390291431362,69.49103237106935,59.71023654858341,36.42158887620524,62.477309924451845,101.6861288909636,74.74294891461312,65.60029103811111,67.69196208029186,83.67706035676521,82.83095178434206,77.86019513333639,39.33537081523046,12.778043275839652,15.940412488394832,44.71971151375994,47.73542840670413,96.95997077334309,62.709094435195944,78.17356078770014,75.4487657492611,75.54330467097721,69.08738102865124,70.09788589444904,103.53540762483591,69.3865086016882,117.79338609145178,102.02923998318663
-0.2,92.11482087624186,70.89065825182988,60.94947949174048,37.36781235271292,63.81730659192327,103.79797875133339,76.36214128202853,66.98340794212882,69.70184466040111,85.56449687061004,83.58925222033736,78.16850276862922,39.45905559216789,12.769541365389754,15.899399427876007,45.19840593933112,48.24358977915045,96.61828603970012,63.063966638111815,77.85908209063147,75.08398055816549,76.31789434030878,67.88692249287578,70.62232624955861,122.13871760651946,87.09581922633676,157.28616121303648,143.33214785623596
-0.1,93.85495752771386,72.23788589830133,62.11622496024846,38.1849195848954,65.06100691524604,105.78557704875584,77.86073011284775,67.72538495981769,70.85262363796099,86.46708328887365,83.76017992972548,78.13646093120964,39.41024032295917,12.753784993019073,15.87141160513025,45.19077330293425,48.27378082256577,96.3541864955541,63.435468803224154,77.89376176888932,74.93514062479701,76.82002719597747,67.18185025490229,70.35123840357782,164.5511037672202,155.51767542087086,481.12143975768,1628.1839578599383
-0.0,95.44711847377346,73.46856967892433,63.17404479626687,38.861777071015474,66.17186850532045,107.58681493406192,79.19600390578958,68.19484475262323,71.83301157888282,87.12098123154634,83.6518822624823,77.86924934662423,39.16621329078235,12.71380568169777,15.807326942060186,45.03381210504741,48.16306363367453,95.67404632810424,63.5619033042626,77.61599113703802,74.56428268357581,77.16425680897262,66.27463853928569,69.90494791829644,327.65865471319114,-900.9658431008169,-220.1964379923266,-105.63136618093202
