a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
6,9,7,8,68.617,14.542,1.882616083862525,4.718539403108238,-2.0749999999999997,1,8.615120367481301,116.07498878072644,2.3722041648064076,-44.106562202054874,37.99833423665037,-27.535357181549642,19,RD2,2024-03-19
1,13,5,9,42.986,66.798,6.940741393216954,0.6435222611455432,-2.1500000000000004,4,4.479430805958165,223.2426491932599,-0.4646026703022228,20.97864657238992,-9.397239572367198,10.3719130940531,21,RD2,2024-03-19
3,12,6,9,45.857,46.47,5.443253015796695,0.9868086937809339,-2.0749999999999997,3,5.378152603077067,185.9374535835703,0.614358447948959,-23.979257222148362,12.896410464915178,-11.423224539918387,23,RD2,2024-03-19
5,11,7,9,53.045,27.142,3.72263957071142,1.9543511900375803,-2.0,2,7.176950295201975,139.3349485321826,1.4180181151966451,-34.308353514669164,24.62293478849985,-19.75794810986272,24,RD2,2024-03-19
7,10,8,9,67.686,11.743,1.8815348960355187,5.7639444775611,-1.925,1,10.637941279907755,94.00315095635415,3.7808312049484085,-51.830879570847,55.13738533606409,-35.54100464992596,25,RD2,2024-03-19
2,14,6,10,43.168,55.125,6.652784442896036,0.7830929705215419,-1.9999999999999998,4,5.216795226311257,191.68856675769692,-0.7264755762989754,23.43104775640748,-12.223497808309757,13.925706200522258,28,RD2,2024-03-19
4,13,7,10,47.975,40.257,5.33717763171659,1.1917182104975532,-1.9249999999999998,3,6.3567924018432675,157.31204305335373,0.4203519438453851,-11.139069541020518,7.080875262196305,-6.6126423087766115,30,RD2,2024-03-19
6,12,8,10,51.643,22.949,3.6980055213917984,2.250337705346638,-1.85,2,8.229998106143128,121.50671082822835,2.44744043210886,-51.42714584394186,42.32453128999879,-29.738043685356548,31,RD2,2024-03-19
8,11,9,10,71.52,10.648,1.8796664873194247,6.716754320060105,-1.7750000000000001,1,12.415196102091688,80.54645224907257,4.416477180711233,-44.47356781026657,55.21480657241319,-35.573156834527595,32,RD2,2024-03-19
3,15,7,11,44.964,49.67,6.148619559249876,0.9052546808938997,-1.8499999999999999,4,5.575982624400173,179.34058754488555,-3.045677694978454,63.35364733195088,-35.32588367153346,54.62136272897885,35,RD2,2024-03-19
5,14,8,11,48.302,36.614,5.1456240914694025,1.3192221554596604,-1.775,3,6.781836828077004,147.45267769639793,-0.3859163321713721,7.938944781333618,-5.384062809411805,5.6904396545441385,37,RD2,2024-03-19
7,13,9,11,50.384,21.295,3.6525091059037025,2.366001408781404,-1.7000000000000002,2,8.548192289020388,116.98379799954158,1.4453664420027241,-23.805237454548873,20.349174724727412,-16.908445588656274,38,RD2,2024-03-19
9,12,10,11,62.103,8.926,1.8761361487197266,6.9575397714541785,-1.625,1,12.958114473393804,77.17172139922408,6.45059701863493,-76.49671006517579,99.1253125862564,-49.78036759807603,39,RD2,2024-03-19
4,16,8,12,46.585,45.013,5.199877495596897,1.0349232443960634,-1.7,4,5.39174331098452,185.46876999183448,-4.5083964902244755,84.46009535898929,-45.538715419694526,83.61667516774371,42,RD2,2024-03-19
6,15,9,12,48.086,33.133,4.763257097143395,1.4513023269851808,-1.625,3,6.895404650443773,145.02412123640087,,,,,44,RD2,2024-03-19
8,14,10,12,52.346,19.637,3.558118421144393,2.665682130671691,-1.55,2,9.368805535233612,106.73719250968153,-0.015904101015761896,0.18088562753777637,-0.16946822685201388,0.1697559091812785,45,RD2,2024-03-19
10,13,11,12,66.341,8.9,1.8685752249224108,7.454044943820223,-1.475,1,13.769648655340413,72.6234942539482,3.892801018617549,-28.623384991401764,39.413395465814624,-28.270881240733527,46,RD2,2024-03-19
7,16,10,13,47.431,30.689,3.899908121697674,1.5455374890025741,-1.475,3,6.017662456503549,166.17748290605044,-10.883919705529342,107.01142434341693,-64.39586306883498,180.8662380816428,51,RD2,2024-03-19
9,15,11,13,53.92,18.627,3.3263922214480157,2.8947227143394,-1.4000000000000001,2,9.517576627524045,105.06876268356828,-23.589146031977243,74.86341707189655,-71.25183085800673,247.8482386341853,52,RD2,2024-03-19
11,14,12,13,69.11,9.583,1.8490027606959014,7.211729103620995,-1.325,1,13.12325446663389,76.20061033964691,-3.67172721324461,16.65901517386795,-21.862049529018435,27.978785464993017,53,RD2,2024-03-19
10,16,12,14,53.875,17.857,2.59993874779845,3.01702413619309,-1.25,2,7.7910601356092455,128.3522373841621,,,,,58,RD2,2024-03-19
12,15,13,14,65.944,9.409,1.779059210572197,7.008608778828781,-1.175,1,12.218371397750785,81.84396818908981,,,,,59,RD2,2024-03-19
13,16,14,15,63.613,9.412,1.2999693738992246,6.758712282192945,-1.0250000000000001,1,8.705949535875487,114.8639784642903,,,,,64,RD2,2024-03-19
1,4,2,3,73.658,41.176,1.8843772118804263,1.7888575869438508,-2.825,1,4.277798862075819,233.76508158561384,-1.7857078193118046,68.84401320952497,-29.45008413684387,41.74361340694925,1,RD2,2024-04-16
2,5,3,4,95.968,40.006,1.88422622179055,2.398840173973904,-2.675,1,5.343059231084325,187.15869631058894,-0.14300626919002823,4.878699844999744,-2.6067182242515443,2.6764866905846936,3,RD2,2024-04-16
1,7,3,5,46.719,48.075,3.7564016479116678,0.9717940717628705,-2.6,2,3.700787680555632,270.21274558768016,-0.016247403065839716,1.1811175553427233,-0.43710652981004494,0.4390255391090127,5,RD2,2024-04-16
3,6,4,5,71.441,34.129,1.8840176612835497,2.0932637932550033,-2.5249999999999995,1,4.203825157205335,237.87858976151875,-1.0637158755251157,48.03668937832495,-20.19378432774608,25.303523237685365,6,RD2,2024-04-16
2,8,4,6,47.835,45.521,3.7522722974394527,1.0508336811581467,-2.4499999999999997,2,4.073026277232712,245.51768928910965,0.17565391200707037,-11.065440648002237,4.506983052847216,-4.312614259056844,8,RD2,2024-04-16
4,7,5,6,68.191,27.335,1.883721200271019,2.494640570696909,-2.375,1,4.732061333458456,211.324395338964,-0.5648899028878676,22.53655203426149,-10.664434647080336,11.937501716086466,9,RD2,2024-04-16
1,10,4,7,44.179,68.37,5.5470082820877025,0.6461752230510458,-2.3749999999999996,3,3.5968887254168216,278.0180529171405,-0.16028896546059013,11.860824732792764,-4.266206675552732,4.4563226081456015,12,RD2,2024-04-16
3,9,5,7,48.0,42.071,3.74626054952539,1.1409284305103278,-2.3000000000000003,2,4.259385647124,234.77564204011787,-0.18823176701952882,9.936159035132704,-4.232193318178568,4.419223395435577,13,RD2,2024-04-16
5,8,6,7,68.21,20.661,1.883285077845799,3.3013890905570875,-2.2249999999999996,1,6.002873681210504,166.58688040197873,0.3354995059045631,-9.861677442892557,5.919840397452704,-5.58898160650464,14,RD2,2024-04-16
2,11,5,8,43.947,55.287,5.506705589363202,0.7948884909653264,-2.225,3,4.402438399882564,227.1468466263322,0.11336655556130903,-6.003829393236771,2.643148906712923,-2.5750855608640193,17,RD2,2024-04-16
4,10,6,8,51.79,34.949,3.737150449844826,1.4818735872271025,-2.15,2,5.5094111594212745,181.5076005518243,0.5481545892284583,-20.054238843459302,11.048704727785417,-9.949422422232844,18,RD2,2024-04-16
6,9,7,8,69.628,15.85,1.882616083862525,4.392933753943217,-2.0749999999999997,1,8.035632624960312,124.44570909000944,1.7927164222854186,-35.73584189277187,28.71600969939811,-22.309586636861376,19,RD2,2024-04-16
1,13,5,9,42.529,67.448,6.940741393216954,0.6305450124540388,-2.1500000000000004,4,4.38685898915319,227.95353178038516,-0.557174487107198,25.68952915951519,-11.269634192053218,12.700989215401048,21,RD2,2024-04-16
3,12,6,9,45.148,46.829,5.443253015796695,0.9641034401759594,-2.0749999999999997,3,5.254290774345802,190.3206432507549,0.4904966192176934,-19.596067554963753,10.296343696750325,-9.33516320818319,23,RD2,2024-04-16
5,11,7,9,55.118,29.225,3.72263957071142,1.8859880239520959,-2.0,2,6.933075583109873,144.23613128294267,1.1741434031045435,-29.407170763909107,20.388213759160067,-16.935390203518807,24,RD2,2024-04-16
7,10,8,9,73.017,13.369,1.8815348960355187,5.4616650460019445,-1.925,1,10.018535839169587,99.8149845499667,3.1614257642102404,-46.019045977234455,46.10434614073164,-31.555766381051182,25,RD2,2024-04-16
2,14,6,10,43.015,56.094,6.652784442896036,0.7668378079652013,-1.9999999999999998,4,5.1050692767922445,195.8837276794698,-0.838201525817988,27.626208678180376,-14.103370915722993,16.419003942384684,28,RD2,2024-04-16
4,13,7,10,47.402,40.697,5.33717763171659,1.1647541587832027,-1.9249999999999998,3,6.2099611483679125,161.03160327545973,0.27352069037003,-7.419509318914521,4.607486461041291,-4.404547529929648,30,RD2,2024-04-16
6,12,8,10,52.915,24.055,3.6980055213917984,2.1997505716067347,-1.85,2,8.048304399906893,124.24977365562472,2.265746725872625,-48.684083016545486,39.182431954749546,-28.151851785064647,31,RD2,2024-04-16
8,11,9,10,76.788,11.989,1.8796664873194247,6.404871131870881,-1.7750000000000001,1,11.834833117501706,84.49633299190083,3.836114196121251,-40.52368706743832,47.959107374899446,-32.413758251041926,32,RD2,2024-04-16
3,15,7,11,44.369,49.911,6.148619559249876,0.8889623529883192,-1.8499999999999999,4,5.467792121045409,182.8891768125241,-3.1538681983332184,66.90223659958944,-36.5807522159551,57.680835856836076,35,RD2,2024-04-16
5,14,8,11,49.237,38.1,5.1456240914694025,1.2923097112860893,-1.775,3,6.642160088827859,150.55343241154398,-0.5255930714205164,11.03969949647967,-7.332745138817024,7.912984095408455,37,RD2,2024-04-16
7,13,9,11,52.896,22.926,3.6525091059037025,2.307249411148914,-1.7000000000000002,2,8.333685986132636,119.99492201458193,1.2308601391149718,-20.79411343950852,17.329161176488448,-14.769696640395852,38,RD2,2024-04-16
9,12,10,11,66.004,9.855,1.8761361487197266,6.697513952308473,-1.625,1,12.449928905041139,80.32174381293751,5.942411450282265,-73.34668765146236,91.31610466809653,-47.73048501406385,39,RD2,2024-04-16
4,16,8,12,45.8,45.087,5.199877495596897,1.015813870960587,-1.7,4,5.2884402421199805,189.091670552588,-4.611699559089015,88.08299591974281,-46.58216602684579,87.20339737147754,42,RD2,2024-04-16
6,15,9,12,48.607,34.114,4.763257097143395,1.4248402415430617,-1.625,3,6.763608453843441,147.85007246120924,,,,,44,RD2,2024-04-16
8,14,10,12,53.395,20.7,3.558118421144393,2.5794685990338166,-1.55,2,9.05860607170011,110.39226036377593,-0.32610356454926404,3.835953481632174,-3.4748391499472358,3.5999309603277805,45,RD2,2024-04-16
10,13,11,12,72.544,10.033,1.8685752249224108,7.230539220572112,-1.475,1,13.30210991621463,75.1760439733736,3.425262279491765,-26.070835271976364,34.67971163953549,-25.749766774341087,46,RD2,2024-04-16
7,16,10,13,48.814,32.353,3.899908121697674,1.5087936203752357,-1.475,3,5.871497840602065,170.31429239143853,-11.030084321430827,111.14823382880502,-65.26066149125622,187.85810062223916,51,RD2,2024-04-16
9,15,11,13,54.877,19.571,3.3263922214480157,2.80399570793521,-1.4000000000000001,2,9.212208888305245,108.55159844122558,-23.894513771196042,78.34625282955386,-72.1742046681826,259.3787663839207,52,RD2,2024-04-16
11,14,12,13,75.605,10.832,1.8490027606959014,6.979782127031019,-1.325,1,12.635476293449386,79.1422481254965,-4.159505386429114,19.60065295971753,-24.76635858086393,32.91926073721122,53,RD2,2024-04-16
10,16,12,14,55.109,18.901,2.59993874779845,2.9156658377863605,-1.25,2,7.5182612954133194,133.0094766206213,,,,,58,RD2,2024-04-16
12,15,13,14,72.111,10.612,1.779059210572197,6.795231813041839,-1.175,1,11.773866326129195,84.9338672871414,,,,,59,RD2,2024-04-16
13,16,14,15,71.549,11.073,1.2999693738992246,6.461573196062495,-1.0250000000000001,1,8.265949757716093,120.97823351351981,,,,,64,RD2,2024-04-16
1,4,2,3,66.061,37.835,1.8843772118804263,1.746028809303555,-2.825,1,3.6742066682736056,272.1675970584063,-2.3893000131140183,107.2465286823174,-39.40459108337671,65.02900432208611,1,RD2,2024-05-14
2,5,3,4,87.931,38.087,1.88422622179055,2.3086880037808175,-2.675,1,5.0408194400695425,198.38044426883977,-0.44524606020481095,16.100447803250574,-8.115945028045045,8.832811123238098,3,RD2,2024-05-14
1,7,3,5,27.278,28.746,3.7564016479116678,0.9489320253252627,-2.6,2,3.5771266632233853,279.5539812109672,-0.13990842039808626,10.522353178629771,-3.7639790115129834,3.911195592722277,5,RD2,2024-05-14
3,6,4,5,69.646,33.245,1.8840176612835497,2.094931568656941,-2.5249999999999995,1,4.146770724429881,241.1515047380598,-1.1207703083005702,51.309604354865996,-21.276916522083823,27.02754463124217,6,RD2,2024-05-14
2,8,4,6,23.469,22.53,3.7522722974394527,1.0416777629826897,-2.4499999999999997,2,4.023601801310978,248.53354019132263,0.1262294360853362,-8.049589745789262,3.2388343800972184,-3.137224862664277,8,RD2,2024-05-14
4,7,5,6,65.597,26.757,1.883721200271019,2.4515827633890193,-2.375,1,4.652414736334443,214.9421443858384,-0.6445365000118812,26.154301081135884,-12.168065576840442,13.853805744749673,9,RD2,2024-05-14
1,10,4,7,15.915,24.446,5.5470082820877025,0.6510267528430008,-2.3749999999999996,3,3.630377023152945,275.4534842035526,-0.12680066772446663,9.296256019204861,-3.3748914253468523,3.492768572404136,12,RD2,2024-05-14
3,9,5,7,20.611,18.16,3.74626054952539,1.1349669603524228,-2.3000000000000003,2,4.241499133167245,235.7656971282397,-0.20611828097628315,10.926214123254539,-4.634352773258377,4.859562020524785,13,RD2,2024-05-14
5,8,6,7,68.061,21.3,1.883285077845799,3.1953521126760567,-2.2249999999999996,1,5.829692870994814,171.53562325305725,0.1623186956888727,-4.912934591814036,2.864089976556211,-2.78434386306141,14,RD2,2024-05-14
2,11,5,8,16.02,20.467,5.506705589363202,0.7827234084135438,-2.225,3,4.317538290102411,231.61346415674294,0.028466445781156757,-1.537211862826041,0.6636971077751105,-0.6593212119603798,17,RD2,2024-05-14
4,10,6,8,23.294,16.38,3.737150449844826,1.4221001221001222,-2.15,2,5.297062450116445,188.78387963464866,0.33580587992362876,-12.777959760634957,6.768565083715836,-6.3394736816109605,18,RD2,2024-05-14
6,9,7,8,66.786,16.237,1.882616083862525,4.11319825090842,-2.0749999999999997,1,7.546621339481578,132.509629808549,1.303705136806684,-27.671921174232324,20.882951083791372,-17.275348505775746,19,RD2,2024-05-14
1,13,5,9,15.588,24.746,6.940741393216954,0.6299199870686172,-2.1500000000000004,4,4.375680912368057,228.53585991004405,-0.568352563892331,26.27185728917408,-11.495726447269663,12.988894192121215,21,RD2,2024-05-14
3,12,6,9,16.211,17.153,5.443253015796695,0.9450824928583921,-2.0749999999999997,3,5.142008586676083,194.47653249572338,0.37821443154797496,-15.440178309995275,7.939352944980553,-7.355383118729129,23,RD2,2024-05-14
5,11,7,9,31.245,17.342,3.72263957071142,1.8016953061930574,-2.0,2,6.648590973132668,150.4078088185988,0.8896587931273388,-23.235493228252977,15.448329053364809,-13.3811629670482,24,RD2,2024-05-14
7,10,8,9,69.978,13.523,1.8815348960355187,5.174739332988242,-1.925,1,9.405288127506644,106.32316484546672,2.5481780525472972,-39.51086568173443,37.16110759039265,-27.09303551365867,25,RD2,2024-05-14
2,14,6,10,15.747,20.763,6.652784442896036,0.7584164138130327,-1.9999999999999998,4,5.0452260340623685,198.20717510941913,-0.8980447685478641,29.949656108129687,-15.110278470795082,17.79989166956644,28,RD2,2024-05-14
4,13,7,10,19.002,16.644,5.33717763171659,1.1416726748377795,-1.9249999999999998,3,6.080098855467343,164.47101005615733,0.1436583974694603,-3.9801025382169257,2.4199416887255425,-2.362764173485102,30,RD2,2024-05-14
6,12,8,10,31.878,14.916,3.6980055213917984,2.1371681415929205,-1.85,2,7.8633179251582135,127.17277992799453,2.0807602511239454,-45.76107674417568,35.98338950370172,-26.461606549910417,31,RD2,2024-05-14
8,11,9,10,75.637,12.406,1.8796664873194247,6.096807996130904,-1.7750000000000001,1,11.156523024274831,89.6336607582988,3.157804102894376,-35.38635930104034,39.478873228731835,-28.30455416999986,32,RD2,2024-05-14
3,15,7,11,16.176,18.183,6.148619559249876,0.8896221745586536,-1.8499999999999999,4,5.4577242681171665,183.22655210740155,-3.1639360512614605,67.23961189446688,-36.69752616152116,57.97170937609442,35,RD2,2024-05-14
5,14,8,11,21.635,16.93,5.1456240914694025,1.2779090372120496,-1.775,3,6.571784239235279,152.1656773254571,-0.595968921013097,12.651944410392787,-8.314584887190026,9.068601453087966,37,RD2,2024-05-14
7,13,9,11,32.339,14.287,3.6525091059037025,2.2635262826345626,-1.7000000000000002,2,8.223369814693074,121.60464901058613,1.1205439676754096,-19.184386443504323,15.776030439292043,-13.62633558900978,38,RD2,2024-05-14
9,12,10,11,63.823,9.899,1.8761361487197266,6.447418931205173,-1.625,1,11.938705607277193,83.76117419215478,5.4311881525183185,-69.90725727224509,83.46021643855218,-45.49226969134541,39,RD2,2024-05-14
4,16,8,12,19.381,18.914,5.199877495596897,1.024690705297663,-1.7,4,5.332795576007088,187.51890743742825,-4.567344225201907,86.51023280458307,-46.13413867796238,85.64633990005089,42,RD2,2024-05-14
6,15,9,12,24.006,16.913,4.763257097143395,1.419381540826583,-1.625,3,6.754894976152236,148.04079168224553,,,,,44,RD2,2024-05-14
8,14,10,12,31.249,12.442,3.558118421144393,2.511573701977174,-1.55,2,8.864547189465634,112.80892059420367,-0.5201624467837398,6.252613712059912,-5.542658930805495,5.867896415531362,45,RD2,2024-05-14
10,13,11,12,69.46,9.791,1.8685752249224108,7.09427024818711,-1.475,1,12.806808076911214,78.08346888580712,2.9299604401883492,-23.163410359542837,29.664935088140222,-22.878147486809258,46,RD2,2024-05-14
7,16,10,13,24.347,16.09,3.899908121697674,1.5131758856432567,-1.475,3,5.895215596286983,169.62908033929,-11.006366565745909,110.46302177665649,-65.1203328790734,186.6999838424588,51,RD2,2024-05-14
9,15,11,13,30.858,11.315,3.3263922214480157,2.727176314626602,-1.4000000000000001,2,9.01564051167209,110.91835335552155,-24.091082147829198,80.71300774384983,-72.76794624343556,267.2143162389816,52,RD2,2024-05-14
11,14,12,13,72.102,10.501,1.8490027606959014,6.866203218741073,-1.325,1,12.259179779765079,81.57152582512848,-4.535801900113421,22.02993065934951,-27.006888048872433,36.99922818327687,53,RD2,2024-05-14
10,16,12,14,31.913,11.171,2.59993874779845,2.8567719989257903,-1.25,2,7.363414521503285,135.80656054059062,,,,,58,RD2,2024-05-14
12,15,13,14,69.072,10.244,1.779059210572197,6.742678641155799,-1.175,1,11.541292161777562,86.64541075494118,,,,,59,RD2,2024-05-14
13,16,14,15,70.916,11.193,1.2999693738992246,6.33574555525775,-1.0250000000000001,1,7.964553523470148,125.55631612659451,,,,,64,RD2,2024-05-14
1,4,2,3,64.81,39.006,1.8843772118804263,1.6615392503717377,-2.825,1,3.544744138381985,282.1078083385885,-2.518762543005639,117.18673996249962,-41.53970095781644,71.05625807326504,1,RD2,2024-06-04
2,5,3,4,84.469,39.455,1.88422622179055,2.140894690153339,-2.675,1,4.77772222301017,209.30475932314815,-0.7083432772641833,27.024762857558954,-12.91168100761392,14.825961916594993,3,RD2,2024-06-04
1,7,3,5,26.837,29.517,3.7564016479116678,0.9092048649930549,-2.6,2,3.4698105578046166,288.2001721248753,-0.24722452581685506,19.168544092537843,-6.651121667003116,7.125015089390827,5,RD2,2024-06-04
3,6,4,5,69.851,34.602,1.8840176612835497,2.018698341136351,-2.5249999999999995,1,4.0553712970531794,246.58654578105987,-1.2121697356772714,56.744645397866066,-23.01206062079669,29.890474802099863,6,RD2,2024-06-04
2,8,4,6,24.375,23.837,3.7522722974394527,1.0225699542727693,-2.4499999999999997,2,3.93771870114332,253.95414855552,0.040346335917678555,-2.628981381591899,1.0352189151252082,-1.0246119385308994,8,RD2,2024-06-04
4,7,5,6,65.114,27.257,1.883721200271019,2.3888909271012952,-2.375,1,4.566277669851508,218.99675672428376,-0.7306735664948159,30.20891341958125,-13.794228677831141,16.001514128652996,9,RD2,2024-06-04
1,10,4,7,16.027,24.916,5.5470082820877025,0.643241290736876,-2.3749999999999996,3,3.586998309947296,278.7846309341286,-0.17017938093011553,12.627402749780856,-4.5294472322487795,4.744339590520072,12,RD2,2024-06-04
3,9,5,7,21.498,19.254,3.74626054952539,1.1165472109691492,-2.3000000000000003,2,4.180259473234709,239.21960021926444,-0.2673579409088198,14.380117214279267,-6.011262121121643,6.395725973965359,13,RD2,2024-06-04
5,8,6,7,69.606,22.436,1.883285077845799,3.1024246746300586,-2.2249999999999996,1,5.6751347293445145,176.2072704334724,0.007760554038573453,-0.24128741139890053,0.13693385681834774,-0.13674660441885492,14,RD2,2024-06-04
2,11,5,8,16.112,21.089,5.506705589363202,0.764000189672341,-2.225,3,4.215611710856734,237.2134979662942,-0.07346013346452018,4.062821946725222,-1.712727977774064,1.7425735220189618,17,RD2,2024-06-04
4,10,6,8,23.73,17.133,3.737150449844826,1.3850464016809667,-2.15,2,5.160258266924805,193.78875015027847,0.19900169673198853,-7.7730892450051385,4.0111148036082005,-3.856429008747686,18,RD2,2024-06-04
6,9,7,8,67.784,17.081,1.882616083862525,3.96838592588256,-2.0749999999999997,1,7.27089637489557,137.53462412870144,1.0279801722206763,-22.64692685407988,16.466345836585454,-14.138286659812843,19,RD2,2024-06-04
1,13,5,9,15.515,25.729,6.940741393216954,0.6030160519258425,-2.1500000000000004,4,4.2034459058276745,237.90005210096695,-0.7405875704327132,35.63604948009697,-14.979420628698604,17.6185821591271,21,RD2,2024-06-04
3,12,6,9,16.392,17.925,5.443253015796695,0.9144769874476987,-2.0749999999999997,3,4.975340182947717,200.99128164690333,0.21154602781960818,-8.92542915881532,4.440704634390721,-4.251890725877441,23,RD2,2024-06-04
5,11,7,9,31.557,18.115,3.72263957071142,1.742036985923268,-2.0,2,6.426917243748601,155.59559304621357,0.6679850637432718,-18.047709000638207,11.599113218635848,-10.393553213914721,24,RD2,2024-06-04
7,10,8,9,70.779,14.12,1.8815348960355187,5.012677053824363,-1.925,1,9.07725886827618,110.1654160701385,2.2201487933168336,-35.668614457062645,32.377324689949596,-24.458361555336488,25,RD2,2024-06-04
2,14,6,10,15.775,21.605,6.652784442896036,0.730155056699838,-1.9999999999999998,4,4.85621101141355,205.9218591716259,-1.0870597911966824,37.66434017033646,-18.290598347281353,22.38493732339404,28,RD2,2024-06-04
4,13,7,10,19.047,17.313,5.33717763171659,1.1001559521746664,-1.9249999999999998,3,5.863325254508204,170.5516846828714,-0.07311520348967804,2.1005720884971595,-1.2316337375400341,1.2469921131095647,30,RD2,2024-06-04
6,12,8,10,31.802,15.385,3.6980055213917984,2.067078323041924,-1.85,2,7.597870121162174,131.6158323389502,1.8153124471279058,-41.318024333219995,31.392898254682382,-23.89238586839959,31,RD2,2024-06-04
8,11,9,10,77.109,13.083,1.8796664873194247,5.893831689979362,-1.7750000000000001,1,10.761724944682422,92.92190658469853,2.7630060233019673,-32.09811347464061,34.54310684572868,-25.67437875902248,32,RD2,2024-06-04
3,15,7,11,16.281,19.156,6.148619559249876,0.8499164752557945,-1.8499999999999999,4,5.222659801961779,191.4733177957277,-3.399000517416848,75.48637758279303,-39.4239669797362,65.0817906259199,35,RD2,2024-06-04
5,14,8,11,21.698,17.639,5.1456240914694025,1.230115085889223,-1.775,3,6.325658611022353,158.0863055520443,-0.8420945492260223,18.57257263698,-11.748375402995075,13.31236162126559,37,RD2,2024-06-04
7,13,9,11,32.543,14.873,3.6525091059037025,2.188058898675452,-1.7000000000000002,2,7.956188363282781,125.68832641204497,0.8533625162651166,-15.10070904204548,12.014408555764135,-10.7257706492134,38,RD2,2024-06-04
9,12,10,11,64.538,10.296,1.8761361487197266,6.268259518259518,-1.625,1,11.58634690763881,86.30848083279001,5.078829452879935,-67.35995063160986,78.04557556992559,-43.83460544868972,39,RD2,2024-06-04
4,16,8,12,17.441,17.967,5.199877495596897,0.9707241053041687,-1.7,4,5.059328080009365,197.65470516751878,-4.84081172119963,96.6460305346736,-48.89639761055167,95.6809213525182,42,RD2,2024-06-04
6,15,9,12,23.978,17.521,4.763257097143395,1.3685291935391817,-1.625,3,6.511817951105366,153.56694666659905,,,,,44,RD2,2024-06-04
8,14,10,12,31.757,13.094,3.558118421144393,2.425309301970368,-1.55,2,8.554204160625273,116.90158210192922,-0.8305054756241006,10.345275219785464,-8.849559632790243,9.708740404477249,45,RD2,2024-06-04
10,13,11,12,71.669,10.369,1.8685752249224108,6.911852637669978,-1.475,1,12.435127947371717,80.41734706970664,2.5582803106488523,-20.829532175643322,25.901789768802075,-20.57301156430456,46,RD2,2024-06-04
7,16,10,13,22.032,15.383,3.899908121697674,1.43223038419034,-1.475,3,5.585640285284106,179.0305048168952,-11.315941876748784,119.86444625426168,-66.95196797710756,202.58987866729794,51,RD2,2024-06-04
9,15,11,13,31.233,11.881,3.3263922214480157,2.628819122969447,-1.4000000000000001,2,8.68469747158538,115.14505868187153,-24.422025187915906,84.93971307019982,-73.7675711337952,281.2075523392722,52,RD2,2024-06-04
11,14,12,13,73.873,11.026,1.8490027606959014,6.69989116633412,-1.325,1,11.900915747947497,84.02714725314024,-4.894065931931003,24.485552087361278,-29.140049243366654,41.12343987289434,53,RD2,2024-06-04
10,16,12,14,28.96,10.885,2.59993874779845,2.6605420303169502,-1.25,2,6.861802002922072,145.73431287789327,,,,,58,RD2,2024-06-04
12,15,13,14,70.051,10.508,1.779059210572197,6.666444613627713,-1.175,1,11.332047664391427,88.24530478655586,,,,,59,RD2,2024-06-04
13,16,14,15,62.052,11.005,1.2999693738992246,5.6385279418446155,-1.0250000000000001,1,7.104166122270436,140.76247412981496,,,,,64,RD2,2024-06-04
1,4,2,3,68.444,37.202,1.8843772118804263,1.8397935594860493,-2.825,1,3.687143484364752,271.2126621164805,-2.376363197022872,106.29159374039162,-39.19123573026302,64.44997888202036,1,RD2,2024-08-07
2,5,3,4,94.795,36.587,1.88422622179055,2.5909476043403394,-2.675,1,5.043727063379434,198.26608129940578,-0.4423384368949197,15.98608483381659,-8.062944871380022,8.770070849126027,3,RD2,2024-08-07
1,7,3,5,27.715,30.65,3.7564016479116678,0.9042414355628059,-2.6,2,3.3682350172893503,296.89139708688396,-0.34880006633212135,27.85976905454652,-9.383824970311789,10.35557389973412,5,RD2,2024-08-07
