a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
6,9,7,8,88.186,22.756,1.882616083862525,3.8752856389523647,-2.0749999999999997,1,6.897964404428009,144.97030447969115,0.6550482017531154,-15.211246503090166,10.492663692529588,-9.496253725702342,19,RD2,2023-11-14
1,13,5,9,16.249,31.699,6.940741393216954,0.5126029212277989,-2.1500000000000004,4,3.5726221095517823,279.9064578720471,-1.3714113667086054,77.64245525117713,-27.738715227024024,38.386689794086884,21,RD2,2023-11-14
3,12,6,9,16.561,22.651,5.443253015796695,0.7311376981148735,-2.0749999999999997,3,3.9791077976549976,251.3126185194904,-0.7846863574731109,41.39590771377175,-16.47187791748758,19.720158321308844,23,RD2,2023-11-14
5,11,7,9,26.823,19.137,3.72263957071142,1.4016303495845743,-2.0,2,5.124441846541701,195.14320387397188,-0.6344903334636287,21.499901827120112,-11.017499661943258,12.38164764991574,24,RD2,2023-11-14
7,10,8,9,68.719,15.527,1.8815348960355187,4.425774457396792,-1.925,1,7.759675796413443,128.87136347400036,0.9025657214540965,-16.96266705320079,13.162479697534204,-11.631487514868413,25,RD2,2023-11-14
2,14,6,10,16.319,27.367,6.652784442896036,0.5963021156867759,-1.9999999999999998,4,3.9729428269040428,251.70259013751286,-1.9703279757061898,83.44507113622342,-33.15224968111564,49.59366549056505,28,RD2,2023-11-14
4,13,7,10,17.225,20.076,5.33717763171659,0.8579896393703925,-1.9249999999999998,3,4.5811471481888395,218.2859374851888,-1.355293309809043,49.83482489081456,-22.830066592904526,29.584147069907146,30,RD2,2023-11-14
6,12,8,10,25.559,15.879,3.6980055213917984,1.609610176963285,-1.85,2,5.867749497978484,170.42308986512,0.08519182394421598,-2.510766807050203,1.4732550671609805,-1.4518653867818667,31,RD2,2023-11-14
8,11,9,10,78.117,15.718,1.8796664873194247,4.969907112864233,-1.7750000000000001,1,8.82216160679814,113.3509047521216,0.8234426854176853,-11.669115307217552,10.29468210486351,-9.333797340361134,32,RD2,2023-11-14
3,15,7,11,16.824,23.995,6.148619559249876,0.7011460720983539,-1.8499999999999999,4,4.314134397013029,231.79620938382647,-4.307525922365598,115.8092691708918,-49.96167516230849,99.84681806269164,35,RD2,2023-11-14
5,14,8,11,17.775,17.76,5.1456240914694025,1.0008445945945945,-1.775,3,5.153074036423707,194.05892345649502,-2.014679123824669,54.54519054143071,-28.107540519083063,39.09664618796898,37,RD2,2023-11-14
7,13,9,11,28.583,15.21,3.6525091059037025,1.8792241946088097,-1.7000000000000002,2,6.787776655479707,147.3236452458567,-0.3150491915379572,6.534609791766258,-4.435547179721999,4.6414195329132095,38,RD2,2023-11-14
9,12,10,11,66.777,12.852,1.8761361487197266,5.195845004668534,-1.625,1,9.488025672144687,105.3960048754757,2.980508217385813,-48.272426588924176,45.80100227324325,-31.413365861099045,39,RD2,2023-11-14
4,16,8,12,17.289,20.996,5.199877495596897,0.823442560487712,-1.7,4,4.287839863455558,233.2176648019926,-5.612299937753438,132.20899016914743,-56.68909783544742,130.8887485651225,42,RD2,2023-11-14
6,15,9,12,19.8,16.791,4.763257097143395,1.1792031445417188,-1.625,3,5.616287187823343,178.05357286003772,,,,,44,RD2,2023-11-14
8,14,10,12,29.853,14.04,3.558118421144393,2.1262820512820517,-1.55,2,7.488765338103534,133.5333602872969,-1.8959442981458396,26.97705340515313,-20.202482246467873,25.317181304895453,45,RD2,2023-11-14
10,13,11,12,58.994,10.579,1.8685752249224108,5.576519519803384,-1.475,1,10.20071556193693,98.03233841078873,0.32386792521406527,-3.214540834561234,3.2790616715590497,-3.1749530044985272,46,RD2,2023-11-14
7,16,10,13,19.594,15.254,3.899908121697674,1.284515536908352,-1.475,3,5.008547634110343,199.65867813447036,-11.893034527922548,140.49261957183685,-70.36639773664879,237.45475528526305,51,RD2,2023-11-14
9,15,11,13,30.018,13.681,3.3263922214480157,2.1941378554199256,-1.4000000000000001,2,7.28187359642462,137.3272945153837,-25.824849063076666,107.12194890371197,-78.00484913194875,354.645665310046,52,RD2,2023-11-14
11,14,12,13,60.027,10.966,1.8490027606959014,5.473919387196791,-1.325,1,9.978287976777432,100.21759266993595,-6.816693703101068,40.67599750415699,-40.58768168391585,68.31526328931002,53,RD2,2023-11-14
10,16,12,14,25.501,10.839,2.59993874779845,2.35270781437402,-1.25,2,6.110369042898181,163.65623630576894,,,,,58,RD2,2023-11-14
12,15,13,14,60.145,10.579,1.779059210572197,5.6853199735324695,-1.175,1,10.026498425793502,99.73571605292099,,,,,59,RD2,2023-11-14
13,16,14,15,60.041,10.353,1.2999693738992246,5.799381821694195,-1.0250000000000001,1,7.4482331995628215,134.26002827874612,,,,,64,RD2,2023-11-14
1,4,2,3,79.573,43.987,1.8843772118804263,1.8090117534726167,-2.825,1,3.732206365012324,267.93802437467787,-2.3313003163753,103.016955998589,-38.44805388821284,62.464400099365925,1,RD2,2023-12-13
2,5,3,4,102.12,42.081,1.88422622179055,2.4267484137734368,-2.675,1,5.388768710911029,185.5711487440958,-0.09729678936332409,3.2911522785066154,-1.7735258421259892,1.8055476971264472,3,RD2,2023-12-13
1,7,3,5,30.723,34.27,3.7564016479116678,0.896498395097753,-2.6,2,3.397579033243025,294.3272224768498,-0.3194560503784465,25.295594444512346,-8.594378131809387,9.402461201131278,5,RD2,2023-12-13
3,6,4,5,73.428,36.115,1.8840176612835497,2.0331718122663713,-2.5249999999999995,1,4.108012974152828,243.4266898113252,-1.1595280585776226,53.58478942813139,-22.012701018801113,28.226007704290296,6,RD2,2023-12-13
2,8,4,6,29.707,29.265,3.7522722974394527,1.0151033657953186,-2.4499999999999997,2,3.9011089319516117,256.3373690515555,0.003736566725970114,-0.24576088555636488,0.09587399857682787,-0.09578216838207582,8,RD2,2023-12-13
4,7,5,6,77.586,31.271,1.883721200271019,2.481084711074158,-2.375,1,4.636526020381901,215.67872057744475,-0.6604252159644224,26.890877272742244,-12.46802521859657,14.243966561628929,9,RD2,2023-12-13
1,10,4,7,16.993,27.422,5.5470082820877025,0.6196849245131646,-2.3749999999999996,3,3.456416005890376,289.317026161149,-0.3007616849870356,23.159797976801258,-8.004989642020334,8.70154762836655,12,RD2,2023-12-13
3,9,5,7,23.199,21.156,3.74626054952539,1.0965683494044245,-2.3000000000000003,2,4.072277895085073,245.56280925889737,-0.3753395190584552,20.723326253912205,-8.439114341644284,9.21694267258777,13,RD2,2023-12-13
5,8,6,7,87.718,27.138,1.883285077845799,3.2322942000147394,-2.2249999999999996,1,5.7699034341089135,173.31312584686904,0.10252925880297248,-3.1354319980022467,1.809113985268807,-1.776966633390584,14,RD2,2023-12-13
